stage,date,distance,origin,destination,type,winner,winner_country,year
11,1978-07-11,161,Pau,Saint-Lary-Soulan Pla d'Adet,stage with mountain(s),Mariano Martínez,FRA,1978
12a,1978-07-12,158,Tarbes,Valence d'Agen,plain stage,Cancelled,NA,1978
12b,1978-07-12,96,Valence d'Agen,Toulouse,plain stage,Jacques Esclassan,FRA,1978
13,1978-07-13,221,Figeac,Super Besse,hilly stage,Paul Wellens,BEL,1978
14,1978-07-14,52,Besse-en-Chandesse,Puy de Dôme,individual time trial,Joop Zoetemelk,NED,1978
15,1978-07-15,196,Saint-Dier-d'Auvergne,Saint-Étienne,hilly stage,Bernard Hinault,FRA,1978
16,1978-07-16,241,St-Étienne,Alpe d'Huez,stage with mountain(s),Hennie Kuiper,NED,1978
17,1978-07-18,225,Grenoble,Morzine,stage with mountain(s),Christian Seznec,FRA,1978
18,1978-07-19,137,Morzine,Lausanne,plain stage,Gerrie Knetemann,NED,1978
19,1978-07-20,182,Lausanne,Belfort,plain stage,Marc Demeyer,BEL,1978
20,1978-07-21,72,Metz,Nancy,individual time trial,Bernard Hinault,FRA,1978
21,1978-07-22,207,Epernay,Senlis,plain stage,Jan Raas,NED,1978
22,1978-07-23,162,Saint Germain en Laye,Paris,plain stage,Gerrie Knetemann,NED,1978
P,1977-06-30,5,Fleurance,Fleurance,individual time trial,Dietrich Thurau,FRG,1977
1,1977-07-01,237,Fleurance,Auch,plain stage,Pierre-Raymond Villemiane,FRA,1977
2,1977-07-02,253,Auch,Pau,stage with mountain(s),Dietrich Thurau,FRG,1977
3,1977-07-03,248,Oloron-Sainte-Marie,Vitoria-Gasteiz,stage with mountain(s),José Nazabal,ESP,1977
4,1977-07-04,256,Vitoria-Gasteiz,Seignosse le Penon,stage with mountain(s),Régis Delépine,FRA,1977
5a,1977-07-05,139,Morcenx,Bordeaux,plain stage,Jacques Esclassan,FRA,1977
5b,1977-07-05,30,Bordeaux,Bordeaux,individual time trial,Dietrich Thurau,FRG,1977
6,1977-07-07,225,Bordeaux,Limoges,plain stage,Jan Raas,NED,1977
7a,1977-07-08,140,Jaunay-Clan,Angers,plain stage,Patrick Sercu,BEL,1977
7b,1977-07-08,4,Angers,Angers,team time trial,Fiat France,NA,1977
8,1977-07-09,247,Angers,Lorient,plain stage,Giacinto Santambrogio,ITA,1977
9,1977-07-10,187,Lorient,Rennes,stage with mountain(s),Klaus-Peter Thaler,FRG,1977
10,1977-07-11,174,Bagnoles-de-l'Orne,Rouen,plain stage,Fedor den Hertog,NED,1977
11,1977-07-12,242,Rouen,Roubaix,plain stage,Jean-Pierre Danguillaume,FRA,1977
12,1977-07-13,193,Roubaix,Charleroi,stage with mountain(s),Patrick Sercu,BEL,1977
13a,1977-07-14,46,Freiburg,Freiburg,plain stage,Patrick Sercu,BEL,1977
13b,1977-07-14,160,Altkirch ,Besançon,plain stage,Jean-Pierre Danguillaume,FRA,1977
14,1977-07-16,230,Besançon,Thonon-les-Bains,stage with mountain(s),Bernard Quilfen,FRA,1977
15a,1977-07-17,105,Thonon-les-Bains,Morzine,stage with mountain(s),Paul Wellens,BEL,1977
15b,1977-07-17,14,Morzine,Avoriaz,individual time trial,Lucien Van Impe,BEL,1977
16,1977-07-18,121,Morzine,Chamonix,stage with mountain(s),Dietrich Thurau,FRG,1977
17,1977-07-19,185,Chamonix,Alpe d'Huez,stage with mountain(s),Hennie Kuiper,NED,1977
18,1977-07-20,199,Rossignol Voiron,Saint-Étienne,stage with mountain(s),no winner,NA,1977
19,1977-07-21,172,Saint-Trivier-sur-Moignans,Dijon,plain stage,Gerrie Knetemann,NED,1977
20,1977-07-22,50,Dijon,Dijon,individual time trial,Bernard Thévenet,FRA,1977
21,1977-07-23,142,Montereau-Fault-Yonne,Versailles,plain stage,Gerrie Knetemann,NED,1977
22a,1977-07-24,6,Paris,Paris,individual time trial,Dietrich Thurau,FRG,1977
22b,1977-07-24,91,Paris,Paris,plain stage,Alain Meslet,FRA,1977
P,1976-06-24,8,Saint-Jean-de-Monts,Saint-Jean-de-Monts,individual time trial,Freddy Maertens,BEL,1976
1,1976-06-25,173,Saint-Jean-de-Monts,Angers,flat stage,Freddy Maertens,BEL,1976
2,1976-06-26,237,Angers,Caen,flat stage,Giovanni Battaglin,ITA,1976
3,1976-06-27,37,Le Touquet-Paris-Plage,Le Touquet-Paris-Plage,individual time trial,Freddy Maertens,BEL,1976
4,1976-06-28,258,Le Touquet-Paris-Plage,Bornem,flat stage,Hennie Kuiper,NED,1976
5a,1976-06-29,4,Leuven,Leuven,team time trial,TI–Raleigh–Campagnolo,NA,1976
5b,1976-06-29,144,Leuven,Verviers,half stage,Miguel-Maria Lasa,ESP,1976
6,1976-06-30,209,Bastogne,Nancy,flat stage,Aldo Parecchini,ITA,1976
7,1976-07-01,206,Nancy,Mulhouse,flat stage,Freddy Maertens,BEL,1976
8,1976-07-02,220,Valentigney,Divonne-les-Bains,flat stage,Jacques Esclassan,FRA,1976
9,1976-07-04,258,Divonne-les-Bains,Alpe d'Huez,mountain stage,Joop Zoetemelk,NED,1976
10,1976-07-05,166,Le Bourg-d'Oisans,Montgenèvre,mountain stage,Joop Zoetemelk,NED,1976
11,1976-07-06,224,Montgenèvre,Manosque,mountain stage,José-Luis Viejo,ESP,1976
12,1976-07-08,205,Le Barcarès,Pyrénées 2000,mountain stage,Raymond Delisle,FRA,1976
13,1976-07-09,188,Font-Romeu-Odeillo-Via,Saint-Gaudens,mountain stage,Willy Teirlinck[8],BEL,1976
14,1976-07-10,139,Saint-Gaudens,Saint-Lary-Soulan,mountain stage,Lucien Van Impe,BEL,1976
15,1976-07-11,195,Saint-Lary-Soulan,Pau,mountain stage,Wladimiro Panizza,ITA,1976
16,1976-07-12,152,Pau,Fleurance,flat stage,Michel Pollentier,BEL,1976
17,1976-07-13,39,Fleurance,Auch,individual time trial,Ferdinand Bracke,BEL,1976
18a,1976-07-14,86,Auch,Langon,half stage,Freddy Maertens,BEL,1976
18b,1976-07-14,123,Langon,Lacanau,half stage,Freddy Maertens,BEL,1976
18c,1976-07-14,70,Lacanau,Bordeaux,half stage,Gerben Karstens,NED,1976
19,1976-07-15,220,Sainte-Foy-la-Grande,Tulle,flat stage,Hubert Mathis,FRA,1976
20,1976-07-16,220,Tulle,Puy de Dôme,mountain stage,Joop Zoetemelk,NED,1976
21,1976-07-17,145,Montargis,Versailles,flat stage,Freddy Maertens,BEL,1976
22a,1976-07-18,6,Paris,Paris,individual time trial,Freddy Maertens,BEL,1976
22b,1976-07-18,91,Paris,Paris,half stage,Gerben Karstens,NED,1976
P,1975-06-26,6,Charleroi,Charleroi,individual time trial,Francesco Moser,ITA,1975
1a,1975-06-27,94,Charleroi,Molenbeek,plain stage,Cees Priem,NED,1975
1b,1975-06-27,109,Molenbeek,Roubaix,plain stage,Rik Van Linden,BEL,1975
2,1975-06-28,121,Roubaix,Amiens,plain stage,Ronald de Witte,BEL,1975
3,1975-06-29,170,Amiens,Versailles,plain stage,Karel Rottiers,BEL,1975
4,1975-06-30,223,Versailles,Le Mans,plain stage,Jacques Esclassan,FRA,1975
5,1975-07-02,222,Sablé-sur-Sarthe,Merlin-Plage,plain stage,Theo Smit,NED,1975
6,1975-07-02,16,Merlin-Plage,Merlin-Plage,individual time trial,Eddy Merckx,BEL,1975
7,1975-07-03,236,Saint-Gilles-Croix-de-Vie,Angoulême,plain stage,Francesco Moser,ITA,1975
8,1975-07-04,134,Angoulême,Bordeaux,plain stage,Barry Hoban,GBR,1975
9a,1975-07-05,131,Langon,Fleurance,plain stage,Theo Smit,NED,1975
9b,1975-07-05,37,Fleurance,Auch,individual time trial,Eddy Merckx,BEL,1975
10,1975-07-07,206,Auch,Pau,stage with mountain(s),Felice Gimondi,ITA,1975
11,1975-07-08,160,Pau,Saint-Lary-Soulan Pla d'Adet,stage with mountain(s),Joop Zoetemelk,NED,1975
12,1975-07-09,242,Tarbes,Albi,plain stage,Gerrie Knetemann,NED,1975
13,1975-07-10,260,Albi,Super-Lioran,stage with mountain(s),Michel Pollentier,BEL,1975
14,1975-07-11,174,Aurillac,Puy de Dôme,stage with mountain(s),Lucien Van Impe,BEL,1975
15,1975-07-13,217,Nice,Pra-Loup,stage with mountain(s),Bernard Thévenet,FRA,1975
16,1975-07-14,107,Barcelonnette,Serre Chevalier,stage with mountain(s),Bernard Thévenet,FRA,1975
17,1975-07-15,225,Valloire,Morzine Avoriaz,stage with mountain(s),Vicente Lopez-Carril,ESP,1975
18,1975-07-16,40,Morzine,Châtel,individual time trial,Lucien Van Impe,BEL,1975
19,1975-07-17,229,Thonon-les-Bains,Chalon-sur-Saône,stage with mountain(s),Rik Van Linden,BEL,1975
20,1975-07-18,256,Pouilly-en-Auxois,Melun,plain stage,Giacinto Santambrogio,ITA,1975
21,1975-07-19,220,Melun,Senlis,plain stage,Rik Van Linden,BEL,1975
22,1975-07-20,164,Paris,Paris,plain stage,Walter Godefroot,BEL,1975
P,1974-06-27,7,Brest,Brest,individual time trial,Eddy Merckx,BEL,1974
1,1974-06-28,144,Brest,Saint-Pol-de-Léon,plain stage,Ercole Gualazzini,ITA,1974
2,1974-06-29,164,Plymouth,Plymouth,plain stage,Henk Poppe,NED,1974
3,1974-06-30,190,Morlaix,Saint-Malo,plain stage,Patrick Sercu,BEL,1974
4,1974-07-01,184,Saint-Malo,Caen,plain stage,Patrick Sercu,BEL,1974
5,1974-07-02,165,Caen,Dieppe,plain stage,Ronald de Witte,BEL,1974
6a,1974-07-03,239,Dieppe,Harelbeke,plain stage,Jean-Luc Molineris,FRA,1974
6b,1974-07-03,9,Harelbeke,Harelbeke,team time trial,Molteni,NA,1974
7,1974-07-04,221,Mons,Châlons-sur-Marne,plain stage,Eddy Merckx,BEL,1974
8a,1974-07-05,136,Châlons-sur-Marne,Chaumont,plain stage,Cyrille Guimard,FRA,1974
8b,1974-07-05,152,Chaumont,Besançon,plain stage,Patrick Sercu,BEL,1974
9,1974-07-06,241,Besançon,Gaillard,stage with mountain(s),Eddy Merckx,BEL,1974
10,1974-07-07,131,Gaillard,Aix-les-Bains,stage with mountain(s),Eddy Merckx,BEL,1974
11,1974-07-08,199,Aix-les-Bains,Serre Chevalier,stage with mountain(s),Vicente Lopez Carril,ESP,1974
12,1974-07-10,231,Savines-le-Lac,Orange,stage with mountain(s),Jos Spruyt,BEL,1974
13,1974-07-11,126,Avignon,Montpellier,plain stage,Barry Hoban,GBR,1974
14,1974-07-12,249,Lodève,Colomiers,plain stage,Jean-Pierre Genet,FRA,1974
15,1974-07-14,225,Colomiers,La Seu d'Urgell,stage with mountain(s),Eddy Merckx,BEL,1974
16,1974-07-15,209,La Seu d'Urgell,Saint-Lary-Soulan Pla d'Adet,stage with mountain(s),Raymond Poulidor,FRA,1974
17,1974-07-16,119,Saint-Lary-Soulan,La Mongie,stage with mountain(s),Jean-Pierre Danguillaume,FRA,1974
18,1974-07-17,141,Bagnères-de-Bigorre,Pau,stage with mountain(s),Jean-Pierre Danguillaume,FRA,1974
19a,1974-07-18,196,Pau,Bordeaux,plain stage,Francis Campaner,FRA,1974
19b,1974-07-18,12,Bordeaux,Bordeaux,individual time trial,Eddy Merckx,BEL,1974
20,1974-07-19,120,Saint-Gilles-Croix-de-Vie,Nantes,plain stage,Gerard Vianen,NED,1974
21a,1974-07-20,113,Vouvray,Orléans,plain stage,Eddy Merckx,BEL,1974
21b,1974-07-20,37,Orléans,Orléans,individual time trial,Michel Pollentier,BEL,1974
22,1974-07-21,146,Orléans,Paris,plain stage,Eddy Merckx,BEL,1974
P,1973-06-30,7.1,Scheveningen,Scheveningen,individual time trial,Joop Zoetemelk,NED,1973
1a,1973-07-01,84,Scheveningen,Rotterdam,plain stage,Willy Teirlinck,BEL,1973
1b,1973-07-01,137.5,Rotterdam,Sint-Niklaas,plain stage,José Catieau,FRA,1973
2a,1973-07-02,12.4,Sint-Niklaas,Sint-Niklaas,team time trial,Watney–Maes Pils,NA,1973
2b,1973-07-02,138,Sint-Niklaas,Roubaix,plain stage,Eddy Verstraeten,BEL,1973
3,1973-07-03,226,Roubaix,Reims,plain stage,Cyrille Guimard,FRA,1973
4,1973-07-04,214,Reims,Nancy,plain stage,Joop Zoetemelk,NED,1973
5,1973-07-05,188,Nancy,Mulhouse,stage with mountain(s),Walter Godefroot,BEL,1973
6,1973-07-06,244.5,Mulhouse,Divonne-les-Bains,stage with mountain(s),Jean-Pierre Danguillaume,FRA,1973
7a,1973-07-08,86.5,Divonne-les-Bains,Gaillard,stage with mountain(s),Luis Ocaña,ESP,1973
7b,1973-07-08,150.5,Gaillard,Méribel,stage with mountain(s),Bernard Thévenet,FRA,1973
8,1973-07-09,237.5,Moûtiers,Les Orres,stage with mountain(s),Luis Ocaña,ESP,1973
9,1973-07-10,234.5,Embrun,Nice,stage with mountain(s),Vicente López Carril,ESP,1973
10,1973-07-11,222.5,Nice,Aubagne,stage with mountain(s),Michael Wright,GBR,1973
11,1973-07-12,238,Montpellier,Argelès-sur-Mer,plain stage,Barry Hoban,GBR,1973
12a,1973-07-13,28.3,Perpignan,Thuir,individual time trial,Luis Ocaña,ESP,1973
12b,1973-07-13,76,Thuir,Pyrénées 2000,stage with mountain(s),Lucien Van Impe,BEL,1973
13,1973-07-15,235,Bourg-Madame,Luchon,stage with mountain(s),Luis Ocaña,ESP,1973
14,1973-07-16,227.5,Luchon,Pau,stage with mountain(s),Pedro Torres,ESP,1973
15,1973-07-17,137,Pau,Fleurance,plain stage,Wilfried David,BEL,1973
16a,1973-07-18,210,Fleurance,Bordeaux,plain stage,Walter Godefroot,BEL,1973
16b,1973-07-18,12.4,Bordeaux,Bordeaux,individual time trial,Joaquim Agostinho,POR,1973
17,1973-07-19,248,Sainte-Foy-la-Grande,Brive-la-Gaillarde,plain stage,Claude Tollet,FRA,1973
18,1973-07-20,216.5,Brive-la-Gaillarde,Puy de Dôme,stage with mountain(s),Luis Ocaña,ESP,1973
19,1973-07-21,233.5,Bourges,Versailles,plain stage,Barry Hoban,GBR,1973
20a,1973-07-22,16,Versailles,Versailles,individual time trial,Luis Ocaña,ESP,1973
20b,1973-07-22,89,Versailles,Paris,plain stage,Bernard Thévenet,FRA,1973
P,1972-07-01,7.2,Angers,Angers,individual time trial,Eddy Merckx,BEL,1972
1,1972-07-02,235.5,Angers,Saint-Brieuc,plain stage,Cyrille Guimard,FRA,1972
2,1972-07-03,206.5,Saint-Brieuc,La Baule,plain stage,Rik Van Linden,BEL,1972
3a,1972-07-04,161,Pornichet,Saint-Jean-de-Monts,plain stage,Ercole Gualazzini,ITA,1972
3b,1972-07-04,16.2,Merlin-Plage,Merlin-Plage,team time trial,Molteni,NA,1972
4,1972-07-05,236,Merlin-Plage,Royan,plain stage,Cyrille Guimard,FRA,1972
5a,1972-07-06,133.5,Royan,Bordeaux,plain stage,Walter Godefroot,BEL,1972
5b,1972-07-06,12.7,Bordeaux,Bordeaux,individual time trial,Eddy Merckx,BEL,1972
6,1972-07-07,205,Bordeaux,Bayonne,plain stage,Leo Duyndam,NED,1972
7,1972-07-09,220.5,Bayonne,Pau,stage with mountain(s),Yves Hézard,FRA,1972
8,1972-07-10,163.5,Pau,Luchon,stage with mountain(s),Eddy Merckx,BEL,1972
9,1972-07-11,179,Luchon,Colomiers,hilly stage,Jos Huysmans,BEL,1972
10,1972-07-12,210,Castres,La Grande-Motte,plain stage,Willy Teirlinck,BEL,1972
11,1972-07-13,207,Carnon-Plage,Mont Ventoux,stage with mountain(s),Bernard Thévenet,FRA,1972
12,1972-07-14,192,Carpentras,Orcières,stage with mountain(s),Lucien Van Impe,BEL,1972
13,1972-07-16,201,Orcières,Briançon,stage with mountain(s),Eddy Merckx,BEL,1972
14a,1972-07-17,51,Briançon,Valloire,stage with mountain(s),Eddy Merckx,BEL,1972
14b,1972-07-17,151,Valloire,Aix-les-Bains,stage with mountain(s),Cyrille Guimard,FRA,1972
15,1972-07-18,28,Aix-les-Bains,Le Revard,stage with mountain(s),Cyrille Guimard,FRA,1972
16,1972-07-19,198.5,Aix-les-Bains,Pontarlier,hilly stage,Willy Teirlinck,BEL,1972
17,1972-07-20,213,Pontarlier,Ballon d’Alsace,hilly stage,Bernard Thévenet,FRA,1972
18,1972-07-21,257.5,Vesoul,Auxerre,plain stage,Marinus Wagtmans,NED,1972
19,1972-07-22,230,Auxerre,Versailles,plain stage,Joseph Bruyère,BEL,1972
20a,1972-07-23,42,Versailles,Versailles,individual time trial,Eddy Merckx,BEL,1972
20b,1972-07-23,89,Versailles,Paris,plain stage,Willy Teirlinck,BEL,1972
P,1971-06-26,11,Mulhouse,Mulhouse,team time trial,Molteni,NA,1971
1a,1971-06-27,59.5,Mulhouse,Basel,stage with mountain(s),Eric Leman,BEL,1971
1b,1971-06-27,90,Basel,Freiburg,plain stage,Gerben Karstens,NED,1971
1c,1971-06-27,74.5,Freiburg,Mulhouse,plain stage,Albert Van Vlierberghe,BEL,1971
2,1971-06-28,144,Mulhouse,Strasbourg,stage with mountain(s),Eddy Merckx,BEL,1971
3,1971-06-29,165.5,Strasbourg,Nancy,stage with mountain(s),Rini Wagtmans,NED,1971
4,1971-06-30,242,Nancy,Marche-en-Famenne,plain stage,Jean-Pierre Genet,FRA,1971
5,1971-07-01,208.5,Dinant,Roubaix,stage with mountain(s),Pietro Guerra,ITA,1971
6a,1971-07-02,127.5,Roubaix,Amiens,plain stage,Eric Leman,BEL,1971
6b,1971-07-02,133.5,Amiens,Le Touquet,plain stage,Mauro Simonetti,ITA,1971
7,1971-07-04,257.5,Rungis,Nevers,plain stage,Eric Leman,BEL,1971
8,1971-07-05,221,Nevers,Puy de Dôme,stage with mountain(s),Luis Ocaña,ESP,1971
9,1971-07-06,153,Clermont-Ferrand,Saint-Étienne,stage with mountain(s),Walter Godefroot,BEL,1971
10,1971-07-07,188.5,Saint-Étienne,Grenoble,stage with mountain(s),Bernard Thévenet,FRA,1971
11,1971-07-08,134,Grenoble,Orcières,stage with mountain(s),Luis Ocaña,ESP,1971
12,1971-07-10,251,Orcières,Marseille,plain stage,Luciano Armani,ITA,1971
13,1971-07-11,16.3,Albi,Albi,individual time trial,Eddy Merckx,BEL,1971
14,1971-07-12,214.5,Revel,Luchon,stage with mountain(s),José Manuel Fuente,ESP,1971
15,1971-07-13,19.6,Luchon,Superbagnères,stage with mountain(s),José Manuel Fuente,ESP,1971
16a,1971-07-14,145,Luchon,Gourette,stage with mountain(s),Bernard Labourdette,FRA,1971
16b,1971-07-14,57.5,Gourette,Pau,plain stage,Herman Van Springel,BEL,1971
17,1971-07-15,188,Mont-de-Marsan,Bordeaux,plain stage,Eddy Merckx,BEL,1971
18,1971-07-16,244,Bordeaux,Poitiers,plain stage,Jean-Pierre Danguillaume,FRA,1971
19,1971-07-17,185,Blois,Versailles,plain stage,Jan Krekels,NED,1971
20,1971-07-18,53.8,Versailles,Paris,individual time trial,Eddy Merckx,BEL,1971
P,1970-06-27,7.4,Limoges,Limoges,individual time trial,Eddy Merckx,BEL,1970
1,1970-06-27,224.5,Limoges,La Rochelle,plain stage,Cyrille Guimard,FRA,1970
2,1970-06-28,200,La Rochelle,Angers,plain stage,Italo Zilioli,ITA,1970
3a,1970-06-29,10.7,Angers,Angers,team time trial,Faemino–Faema,NA,1970
3b,1970-06-29,140,Angers,Rennes,plain stage,Marino Basso,ITA,1970
4,1970-06-30,229,Rennes,Lisieux,plain stage,Walter Godefroot,BEL,1970
5a,1970-07-01,94.5,Lisieux,Rouen,plain stage,Walter Godefroot,BEL,1970
5b,1970-07-01,223,Rouen,Amiens,plain stage,Jozef Spruyt,BEL,1970
6,1970-07-02,135.5,Amiens,Valenciennes,plain stage,Roger De Vlaeminck,BEL,1970
7a,1970-07-03,120,Valenciennes,Forest,plain stage,Eddy Merckx,BEL,1970
7b,1970-07-03,7.2,Forest,Forest,individual time trial,José Antonio Gonzalez Linares,ESP,1970
8,1970-07-04,232.5,Ciney,Felsberg,plain stage,Alain Vasseur,FRA,1970
9,1970-07-05,269.5,Saarlouis,Mulhouse,stage with mountain(s),Mogens Frey,DEN,1970
10,1970-07-06,241,Belfort,Divonne-les-Bains,stage with mountain(s),Eddy Merckx,BEL,1970
11a,1970-07-07,8.8,Divonne-les-Bains,Divonne-les-Bains,individual time trial,Eddy Merckx,BEL,1970
11b,1970-07-07,139.5,Divonne-les-Bains,Thonon-les-Bains,stage with mountain(s),Marino Basso,ITA,1970
12,1970-07-08,194,Thonon-les-Bains,Grenoble,stage with mountain(s),Eddy Merckx,BEL,1970
13,1970-07-09,194.5,Grenoble,Gap,stage with mountain(s),Primo Mori,ITA,1970
14,1970-07-10,170,Gap,Mont Ventoux,stage with mountain(s),Eddy Merckx,BEL,1970
15,1970-07-11,140.5,Carpentras,Montpellier,plain stage,Marinus Wagtmans,NED,1970
16,1970-07-12,160,Montpellier,Toulouse,plain stage,Albert Van Vlierberghe,BEL,1970
17,1970-07-13,190,Toulouse,Saint-Gaudens,plain stage,Luis Ocaña,ESP,1970
18,1970-07-14,135.5,Saint-Gaudens,La Mongie,stage with mountain(s),Bernard Thévenet,FRA,1970
19,1970-07-15,185.5,Bagnères-de-Bigorre,Mourenx,stage with mountain(s),Christian Raymond,FRA,1970
20a,1970-07-16,223.5,Mourenx,Bordeaux,plain stage,Rolf Wolfshohl,FRG,1970
20b,1970-07-16,8.2,Bordeaux,Bordeaux,individual time trial,Eddy Merckx,BEL,1970
21,1970-07-17,191.5,Ruffec,Tours,plain stage,Marino Basso,ITA,1970
22,1970-07-18,238.5,Tours,Versailles,plain stage,Jean-Pierre Danguillaume,FRA,1970
23,1970-07-19,54,Versailles,Paris,individual time trial,Eddy Merckx,BEL,1970
P,1969-06-28,10,Roubaix,Roubaix,individual time trial,Rudi Altig,GER,1969
1a,1969-06-29,147,Roubaix,Sint-Pieters-Woluwe,plain stage,Marino Basso,ITA,1969
1b,1969-06-29,16,Sint-Pieters-Woluwe,Sint-Pieters-Woluwe,team time trial,Faema,NA,1969
2,1969-06-30,182,Sint-Pieters-Woluwe,Maastricht,plain stage,Julien Stevens,BEL,1969
3,1969-07-01,213,Maastricht,Charleville-Mézières,plain stage,Eric Leman,BEL,1969
4,1969-07-02,214,Charleville-Mézières,Nancy,plain stage,Rik Van Looy,BEL,1969
5,1969-07-03,194,Nancy,Mulhouse,stage with mountain(s),Joaquim Agostinho,POR,1969
6,1969-07-04,133,Mulhouse,Ballon d’Alsace,stage with mountain(s),Eddy Merckx,BEL,1969
7,1969-07-05,241,Belfort,Divonne-les-Bains,stage with mountain(s),Mariano Diaz,ESP,1969
8a,1969-07-06,9,Divonne-les-Bains,Divonne-les-Bains,individual time trial,Eddy Merckx,BEL,1969
8b,1969-07-06,137,Divonne-les-Bains,Thonon-les-Bains,stage with mountain(s),Michele Dancelli,ITA,1969
9,1969-07-07,111,Thonon-les-Bains,Chamonix,stage with mountain(s),Roger Pingeon,FRA,1969
10,1969-07-08,221,Chamonix,Briançon,stage with mountain(s),Herman Van Springel,BEL,1969
11,1969-07-09,198,Briançon,Digne,stage with mountain(s),Eddy Merckx,BEL,1969
12,1969-07-10,161,Digne,Aubagne,stage with mountain(s),Felice Gimondi,ITA,1969
13,1969-07-11,196,Aubagne,La Grande-Motte,plain stage,Guido Reybrouck,BEL,1969
14,1969-07-12,234,La Grande-Motte,Revel,plain stage,Joaquim Agostinho,POR,1969
15,1969-07-13,19,Revel,Revel,individual time trial,Eddy Merckx,BEL,1969
16,1969-07-14,199,Castelnaudary,Luchon,stage with mountain(s),Raymond Delisle,FRA,1969
17,1969-07-15,214,Luchon,Mourenx,stage with mountain(s),Eddy Merckx,BEL,1969
18,1969-07-16,201,Mourenx,Bordeaux,plain stage,Barry Hoban,GBR,1969
19,1969-07-17,193,Bordeaux,Brive,plain stage,Barry Hoban,GBR,1969
20,1969-07-18,198,Brive,Puy de Dôme,stage with mountain(s),Pierre Matignon,FRA,1969
21,1969-07-19,329,Clermont-Ferrand,Montargis,plain stage,Herman Van Springel,BEL,1969
22a,1969-07-20,111,Montargis,Créteil,plain stage,Jozef Spruyt,BEL,1969
22b,1969-07-20,37,Créteil,Paris,individual time trial,Eddy Merckx,BEL,1969
1a,1968-06-27,6.1,Vittel,Vittel,individual time trial,Charly Grosskost,FRA,1968
1b,1968-06-28,189,Vittel,Esch-sur-Alzette,plain stage,Charly Grosskost,FRA,1968
2,1968-06-29,210.5,Arlon,Forest,plain stage,Eric de Vlaeminck,BEL,1968
3a,1968-06-30,22,Forest,Forest,team time trial,Belgium A,NA,1968
3b,1968-06-30,112,Forest,Roubaix,plain stage,Walter Godefroot,BEL,1968
4,1968-07-01,238,Roubaix,Rouen,plain stage,Georges Chappe,FRA,1968
5a,1968-07-02,165,Rouen,Bagnoles-de-l'Orne,plain stage,André Desvages,FRA,1968
5b,1968-07-02,154.5,Bagnoles-de-l'Orne,Dinard,plain stage,Jean Dumont,FRA,1968
6,1968-07-03,188,Dinard,Lorient,plain stage,Aurelio González Puente,ESP,1968
7,1968-07-04,190,Lorient,Nantes,plain stage,Franco Bitossi,ITA,1968
8,1968-07-05,223,Nantes,Royan,plain stage,Daniel van Ryckeghem,BEL,1968
9,1968-07-07,137.5,Royan,Bordeaux,plain stage,Walter Godefroot,BEL,1968
10,1968-07-08,202.5,Bordeaux,Bayonne,plain stage,Gilbert Bellone,FRA,1968
11,1968-07-09,183.5,Bayonne,Pau,plain stage,Daniel van Ryckeghem,BEL,1968
12,1968-07-10,226.5,Pau,Saint-Gaudens,stage with mountain(s),Georges Pintens,BEL,1968
13,1968-07-11,208.5,Saint-Gaudens,La Seu d'Urgell,stage with mountain(s),Herman Van Springel,BEL,1968
14,1968-07-12,231.5,La Seu d'Urgell,Perpignan,stage with mountain(s),Jan Janssen,NED,1968
15,1968-07-14,250.5,Font-Romeu-Odeillo-Via,Albi,plain stage,Roger Pingeon,FRA,1968
16,1968-07-15,199,Albi,Aurillac,plain stage,Franco Bitossi,ITA,1968
17,1968-07-16,236.5,Aurillac,Saint-Étienne,stage with mountain(s),Jean-Pierre Genet,FRA,1968
18,1968-07-17,235,Saint-Étienne,Grenoble,stage with mountain(s),Roger Pingeon,FRA,1968
19,1968-07-18,200,Grenoble,Sallanches,stage with mountain(s),Barry Hoban,GBR,1968
20,1968-07-19,242.5,Sallanches,Besançon,stage with mountain(s),Jozef Huysmans,BEL,1968
21,1968-07-20,242,Besançon,Auxerre,plain stage,Eric Leman,BEL,1968
22a,1968-07-21,136,Auxerre,Melun,plain stage,Maurice Izier,FRA,1968
22b,1968-07-21,55.2,Melun,Paris,individual time trial,Jan Janssen,NED,1968
1a,1967-06-29,5.775,Angers,Angers,individual time trial,José-Maria Errandonea,ESP,1967
1b,1967-06-30,185.5,Angers,Saint-Malo,plain stage,Walter Godefroot,BEL,1967
2,1967-07-01,180,Saint-Malo,Caen,plain stage,Willy Van Neste,BEL,1967
3,1967-07-02,248,Caen,Amiens,plain stage,Marino Basso,ITA,1967
4,1967-07-03,191,Amiens,Roubaix,plain stage,Guido Reybrouck,BEL,1967
5a,1967-07-04,172,Roubaix,Jambes,plain stage,Roger Pingeon,FRA,1967
5b,1967-07-04,17,Jambes,Jambes,team time trial,Belgium,NA,1967
6,1967-07-05,238,Jambes,Metz,plain stage,Herman Van Springel,BEL,1967
7,1967-07-06,205.5,Metz,Strasbourg,stage with mountain(s),Michael Wright,GBR,1967
8,1967-07-07,215,Strasbourg,Belfort/Ballon d’Alsace,stage with mountain(s),Lucien Aimar,FRA,1967
9,1967-07-09,238.5,Belfort,Divonne-les-Bains,stage with mountain(s),Guido Reybrouck,BEL,1967
10,1967-07-10,243,Divonne-les-Bains,Briançon,stage with mountain(s),Felice Gimondi,ITA,1967
